charity_link,charity_name,full_time_employees
https://www.charitydata.ca/charity/boissevain-nursery-school-inc/804660314RR0001/,BOISSEVAIN NURSERY SCHOOL INC.,0
https://www.charitydata.ca/charity/borochov-cultural-centre-and-kol-yisroel-congregation/106802432RR0001/,BOROCHOV CULTURAL CENTRE AND KOL YISROEL CONGREGATION,0
https://www.charitydata.ca/charity/brant-christian-school-society/139462790RR0001/,BRANT CHRISTIAN SCHOOL SOCIETY,0
https://www.charitydata.ca/charity/brentwood-nursery-school-society/106808314RR0001/,BRENTWOOD NURSERY SCHOOL SOCIETY,0
https://www.charitydata.ca/charity/bridgewater-fire-department-band/886318625RR0001/,BRIDGEWATER FIRE DEPARTMENT BAND,0
https://www.charitydata.ca/charity/bright-beginnings-of-tweed-and-district/108145780RR0001/,BRIGHT BEGINNINGS OF TWEED AND DISTRICT,0
https://www.charitydata.ca/charity/british-columbia-folklore-society/888150596RR0001/,BRITISH COLUMBIA FOLKLORE SOCIETY,0
https://www.charitydata.ca/charity/british-columbia-sustainable-energy-association/864900501RR0001/,BRITISH COLUMBIA SUSTAINABLE ENERGY ASSOCIATION,0
https://www.charitydata.ca/charity/british-columbia-technology-for-learning-society/888422193RR0001/,BRITISH COLUMBIA TECHNOLOGY FOR LEARNING SOCIETY,0
https://www.charitydata.ca/charity/brooke-valley-school-foundation/106813660RR0001/,BROOKE VALLEY SCHOOL FOUNDATION,0
https://www.charitydata.ca/charity/bruce-county-playhouse/813752383RR0001/,BRUCE COUNTY PLAYHOUSE,0
https://www.charitydata.ca/charity/building-careers-and-futures-in-agriculture/726701329RR0001/,Building Careers and Futures in Agriculture,0
https://www.charitydata.ca/charity/bulkley-valley-community-foundation/132091125RR0001/,BULKLEY VALLEY COMMUNITY FOUNDATION,0
https://www.charitydata.ca/charity/burnaby-rainbow-preschool-association/119108736RR0001/,BURNABY RAINBOW PRESCHOOL ASSOCIATION,0
https://www.charitydata.ca/charity/burning-passions-theatre/890767924RR0001/,BURNING PASSIONS THEATRE,0
https://www.charitydata.ca/charity/calgary-mandarin-school-association/749947115RR0001/,CALGARY MANDARIN SCHOOL ASSOCIATION,0
https://www.charitydata.ca/charity/calgary-regional-4-h-council/136792520RR0001/,CALGARY REGIONAL 4-H COUNCIL,0
https://www.charitydata.ca/charity/cambridge-district-association-for-christian-education/118826221RR0001/,CAMBRIDGE DISTRICT ASSOCIATION FOR CHRISTIAN EDUCATION,0
https://www.charitydata.ca/charity/canada-bangladesh-education-trust-cbet/801146101RR0001/,Canada Bangladesh Education Trust (CBET),0
https://www.charitydata.ca/charity/canada-christian-academy-brampton-inc/874141427RR0001/,CANADA CHRISTIAN ACADEMY BRAMPTON INC.,0
https://www.charitydata.ca/charity/canada-hindu-heritage-centre/894659408RR0001/,CANADA HINDU HERITAGE CENTRE,0
https://www.charitydata.ca/charity/canadian-academy-of-geriatric-psychiatry--lacademie-canadienne-de-psychiatrie-geriatrique/893128561RR0001/,CANADIAN ACADEMY OF GERIATRIC PSYCHIATRY / L'ACADEMIE CANADIENNE DE PSYCHIATRIE GERIATRIQUE,0
https://www.charitydata.ca/charity/canadian-armenian-community-services-centre/823645247RR0001/,CANADIAN ARMENIAN COMMUNITY SERVICES CENTRE,0
https://www.charitydata.ca/charity/canadian-artists-against-poverty/838510824RR0001/,Canadian Artists Against Poverty,0
https://www.charitydata.ca/charity/canadian-association-for-numismatic-education-/811132455RR0001/,CANADIAN ASSOCIATION FOR NUMISMATIC EDUCATION /,0
https://www.charitydata.ca/charity/canadian-association-of-african-studies-association-canadien/118829316RR0001/,CANADIAN ASSOCIATION OF AFRICAN STUDIES-ASSOCIATION CANADIEN,0
https://www.charitydata.ca/charity/canadian-baptist-seminary/130497977RR0001/,CANADIAN BAPTIST SEMINARY,0
https://www.charitydata.ca/charity/canadian-coalition-for-global-health-researchcoalition-canadienne-pour-la-recherche-en-sante-mondiale/868865304RR0001/,CANADIAN COALITION FOR GLOBAL HEALTH RESEARCH/COALITION CANADIENNE POUR LA RECHERCHE EN SANTÉ MONDIALE,0
https://www.charitydata.ca/charity/canadian-earth-institute--/853752475RR0001/,CANADIAN EARTH INSTITUTE -,0
https://www.charitydata.ca/charity/canadian-foundation-for-ukrainian-studies/136474459RR0001/,CANADIAN FOUNDATION FOR UKRAINIAN STUDIES,0
https://www.charitydata.ca/charity/canadian-friends-of-igud-wiznitz/779462928RR0001/,Canadian Friends of Igud Wiznitz,0
https://www.charitydata.ca/charity/canadian-harambee-education-society-ches/131488017RR0001/,CANADIAN HARAMBEE EDUCATION SOCIETY (CHES),0
https://www.charitydata.ca/charity/canadian-humanist-publications/118833284RR0001/,CANADIAN HUMANIST PUBLICATIONS,0
https://www.charitydata.ca/charity/canadian-institute-in-greecelinstitut-canadien-en-grece/889024394RR0001/,CANADIAN INSTITUTE IN GREECE/L'INSTITUT CANADIEN EN GRECE,0
https://www.charitydata.ca/charity/canadian-mens-chorus/849554431RR0001/,CANADIAN MEN'S CHORUS,0
https://www.charitydata.ca/charity/canadian-multicultural-disability-centre-inc/864973250RR0001/,CANADIAN MULTICULTURAL DISABILITY CENTRE INC.,0
https://www.charitydata.ca/charity/canadian-nurses-foundation---fondation-des-infirmieres-et-infirmiers-du-canada/129870713RR0001/,CANADIAN NURSES FOUNDATION - FONDATION DES INFIRMIERES ET INFIRMIERS DU CANADA,0
https://www.charitydata.ca/charity/canadian-occupational-therapy-foundation/118834795RR0001/,CANADIAN OCCUPATIONAL THERAPY FOUNDATION,0
https://www.charitydata.ca/charity/canadian-reformed-school-society-of-ottawa/886593995RR0001/,CANADIAN REFORMED SCHOOL SOCIETY OF OTTAWA,0
https://www.charitydata.ca/charity/canadian-science-and-technology-historical-association/134591346RR0001/,CANADIAN SCIENCE AND TECHNOLOGY HISTORICAL ASSOCIATION,0
https://www.charitydata.ca/charity/canmore-preschool-society/882149784RR0001/,CANMORE PRESCHOOL SOCIETY,0
https://www.charitydata.ca/charity/cantabile-choral-society/118837384RR0001/,CANTABILE CHORAL SOCIETY,0
https://www.charitydata.ca/charity/capilano-review-contemporary-arts-society/128488392RR0001/,CAPILANO REVIEW CONTEMPORARY ARTS SOCIETY,0
https://www.charitydata.ca/charity/care-a-lot-co-operative-nursery-school-inc/106872955RR0001/,CARE-A-LOT CO-OPERATIVE NURSERY SCHOOL INC.,0
https://www.charitydata.ca/charity/caribbean-global-missions/858186570RR0001/,CARIBBEAN GLOBAL MISSIONS,0
https://www.charitydata.ca/charity/caspers-early-learning-co-operative-centre/845438365RR0001/,CASPER'S EARLY LEARNING CO-OPERATIVE CENTRE,0
https://www.charitydata.ca/charity/cecilian-concert-series-inc/799823091RR0001/,CECILIAN CONCERT SERIES INC.,0
https://www.charitydata.ca/charity/central-organization-for-jewish-education-lubavitch-british-columbia/106887490RR0002/,CENTRAL ORGANIZATION FOR JEWISH EDUCATION LUBAVITCH BRITISH COLUMBIA,0
https://www.charitydata.ca/charity/centre-culturel-kabir/809771470RR0001/,CENTRE CULTUREL KABIR,0
https://www.charitydata.ca/charity/centre-de-croissance-dabitibi-ouest-inc/100879923RR0001/,CENTRE DE CROISSANCE D'ABITIBI-OUEST INC.,0
https://www.charitydata.ca/charity/centre-de-formation-des-adultes-inc/134330257RR0001/,CENTRE DE FORMATION DES ADULTES INC.,0
https://www.charitydata.ca/charity/centre-de-formation-le-manoir-de-beaujeu/118892439RR0001/,CENTRE DE FORMATION LE MANOIR DE BEAUJEU,0
https://www.charitydata.ca/charity/centre-de-francais-linsulaire/898406434RR0001/,Centre de francais L'INSULAIRE,0
https://www.charitydata.ca/charity/centre-de-la-petite-enfance-joujou/107415473RR0001/,CENTRE DE LA PETITE ENFANCE JOUJOU,0
https://www.charitydata.ca/charity/centre-materia/862141017RR0001/,CENTRE MATERIA,0
https://www.charitydata.ca/charity/centre-musical-jean-charles-loiselle-inc/100892272RR0001/,Centre Musical Jean-Charles Loiselle Inc.,0
https://www.charitydata.ca/charity/centre-terre-nouvelle-inc/106903040RR0001/,CENTRE TERRE NOUVELLE INC.,0
https://www.charitydata.ca/charity/centre-turbine/143381192RR0001/,CENTRE TURBINE,0
https://www.charitydata.ca/charity/centre-universitaire-fonteneige/889101309RR0001/,Centre universitaire Fonteneige,0
https://www.charitydata.ca/charity/centrestage-theatre-society/896511417RR0001/,CENTRESTAGE THEATRE SOCIETY,0
https://www.charitydata.ca/charity/ces-china-evangelical-seminary-society/861730661RR0001/,CES CHINA EVANGELICAL SEMINARY SOCIETY,0
https://www.charitydata.ca/charity/cesam---centre-denrichissement-sportif-et-academique-de-montral/779327899RR0001/,CESAM - Centre D'Enrichissement Sportif et Académique de Montréal,0
https://www.charitydata.ca/charity/chamber-factory-works-for-small-ensembles/858016728RR0001/,CHAMBER FACTORY: WORKS FOR SMALL ENSEMBLES,0
https://www.charitydata.ca/charity/child-and-youth-friendly-saskatoon-inc/864783527RR0001/,CHILD & YOUTH FRIENDLY SASKATOON INC.,0
https://www.charitydata.ca/charity/child-care-providers-resource-network-of-ottawa-carletonle-reseau-des-intervenantes-en-services-de-garde-a-domicile-dottawa/138656566RR0001/,CHILD CARE PROVIDERS RESOURCE NETWORK OF OTTAWA-CARLETON/LE RESEAU DES INTERVENANTES EN SERVICES DE GARDE A DOMICILE D'OTTAWA,0
https://www.charitydata.ca/charity/childrens-laugh-and-learn-day-care-of-delhi-inc/124129750RR0001/,CHILDREN'S LAUGH AND LEARN DAY CARE OF DELHI INC,0
https://www.charitydata.ca/charity/china-evangelical-seminary-canada/855561791RR0001/,China Evangelical Seminary (Canada),0
https://www.charitydata.ca/charity/chinook-scout-foundation/118824010RR0001/,CHINOOK SCOUT FOUNDATION,0
https://www.charitydata.ca/charity/choeur-polyphonique-de-charlevoix/883118119RR0001/,CHOEUR POLYPHONIQUE DE CHARLEVOIX,0
https://www.charitydata.ca/charity/choeur-vives-voix/887242139RR0001/,Choeur Vives Voix,0
https://www.charitydata.ca/charity/christadelphian-heritage-college-hamilton/836858035RR0001/,CHRISTADELPHIAN HERITAGE COLLEGE HAMILTON,0
https://www.charitydata.ca/charity/circle-of-harmony-chorus/870737707RR0001/,CIRCLE OF HARMONY CHORUS,0
https://www.charitydata.ca/charity/city-light-christian-church/773051685RR0001/,CITY LIGHT CHRISTIAN CHURCH,0
https://www.charitydata.ca/charity/cjmf-foundation/887613156RR0001/,CJMF FOUNDATION,0
https://www.charitydata.ca/charity/cjpme-foundation/841493539RR0001/,CJPME Foundation,0
https://www.charitydata.ca/charity/clandonald-early-childhood-services-association/106931579RR0001/,CLANDONALD EARLY CHILDHOOD SERVICES ASSOCIATION,0
https://www.charitydata.ca/charity/clarence-heppell-foundation/824413249RR0001/,CLARENCE HEPPELL FOUNDATION,0
https://www.charitydata.ca/charity/classic-theatre-cobalt/874352107RR0001/,CLASSIC THEATRE COBALT,0
https://www.charitydata.ca/charity/classroom-agriculture-program-society/832481774RR0001/,Classroom Agriculture Program Society,0
https://www.charitydata.ca/charity/clef-mitis-neigette-centre-de-lecture-decriture-et-de-formations/118868793RR0001/,"CLEF MITIS-NEIGETTE: CENTRE DE LECTURE, D'ÉCRITURE ET DE FORMATIONS",0
https://www.charitydata.ca/charity/clinique-de-leducation-ltd/811458967RR0001/,CLINIQUE DE L'EDUCATION LTD.,0
https://www.charitydata.ca/charity/cloudscape-comics-society/801974510RR0001/,CLOUDSCAPE COMICS SOCIETY,0
https://www.charitydata.ca/charity/co-op-community-foundation/119217990RR0001/,CO-OP COMMUNITY FOUNDATION,0
https://www.charitydata.ca/charity/coalition-for-equal-access-to-education-society/897606562RR0001/,COALITION FOR EQUAL ACCESS TO EDUCATION SOCIETY,0
https://www.charitydata.ca/charity/codiac-concert-bandharmonie-codiac-inc/823183736RR0001/,Codiac Concert Band/Harmonie Codiac Inc.,0
https://www.charitydata.ca/charity/colel-chabad-lubavitch-foundation-of-israelfondation-colel-chabad-lubavitch-disrael/138369921RR0001/,Colel Chabad Lubavitch Foundation Of Israel/Fondation Colel Chabad Lubavitch D'Israel,0
https://www.charitydata.ca/charity/commission-scolaire-riverside--riverside-school-board/142417088RR0001/,Commission Scolaire Riverside / Riverside School Board,0
https://www.charitydata.ca/charity/commission-scolaire-sir-wilfrid-laurier/142446376RR0001/,COMMISSION SCOLAIRE SIR-WILFRID-LAURIER,0
https://www.charitydata.ca/charity/community-learning-association-north-of-smokey/885249326RR0001/,COMMUNITY LEARNING ASSOCIATION NORTH OF SMOKEY,0
https://www.charitydata.ca/charity/community-of-the-sisters-of-the-church-ontario/130673262RR0001/,COMMUNITY OF THE SISTERS OF THE CHURCH (ONTARIO),0
https://www.charitydata.ca/charity/comox-valley-christian-education-society/106964059RR0001/,COMOX VALLEY CHRISTIAN EDUCATION SOCIETY,0
https://www.charitydata.ca/charity/comox-valley-youth-music-centre/126249721RR0001/,Comox Valley Youth Music Centre,0
https://www.charitydata.ca/charity/company-605-dance-society/812122695RR0001/,COMPANY 605 DANCE SOCIETY,0
https://www.charitydata.ca/charity/comunn-feis-an-eilein/887886539RR0001/,COMUNN FEIS AN EILEIN,0
https://www.charitydata.ca/charity/congregation-missionnaire-de-mariannhill/118873652RR0001/,CONGREGATION MISSIONNAIRE DE MARIANNHILL,0
https://www.charitydata.ca/charity/conoser-scholarship-fund-group/833267115RR0001/,CONOSER SCHOLARSHIP FUND GROUP,0
https://www.charitydata.ca/charity/conseil-de-lalphabetisation-de-yamaskayamaska-literacy-council/890284656RR0001/,Conseil de L'Alphabétisation de Yamaska/Yamaska Literacy Council,0
https://www.charitydata.ca/charity/conseil-des-arts-de-cheticamp/870715984RR0001/,CONSEIL DES ARTS DE CHETICAMP,0
https://www.charitydata.ca/charity/conservatoire-de-musique-de-la-montergie/878972207RR0001/,CONSERVATOIRE DE MUSIQUE DE LA MONTÉRÉGIE,0
https://www.charitydata.ca/charity/cooperative-english-as-a-second-language-ministries-society/863993440RR0001/,COOPERATIVE ENGLISH AS A SECOND LANGUAGE MINISTRIES SOCIETY,0
https://www.charitydata.ca/charity/crafting-for-a-cure/815309414RR0001/,CRAFTING FOR A CURE,0
https://www.charitydata.ca/charity/crowsnest-pass-literacy-foundation/877963546RR0001/,CROWSNEST PASS LITERACY FOUNDATION,0
https://www.charitydata.ca/charity/csj-research-and-education/871834826RR0001/,CSJ RESEARCH AND EDUCATION,0
https://www.charitydata.ca/charity/culture-days/822013033RR0001/,Culture Days,0
https://www.charitydata.ca/charity/cycle-kingston/863329546RR0001/,CYCLE KINGSTON,0
https://www.charitydata.ca/charity/cycling-into-the-future/788656692RR0001/,Cycling Into The Future,0
https://www.charitydata.ca/charity/cypriot-charitable-and-educational-foundation-of-toronto/118881374RR0001/,CYPRIOT CHARITABLE & EDUCATIONAL FOUNDATION OF TORONTO,0
https://www.charitydata.ca/charity/d-f-plett-historical-research-foundation-inc/886970193RR0001/,D F PLETT HISTORICAL RESEARCH FOUNDATION INC,0
https://www.charitydata.ca/charity/dacapo-chamber-choir-inc/867968703RR0001/,DACAPO CHAMBER CHOIR INC.,0
https://www.charitydata.ca/charity/dandelion-dance/809052483RR0001/,Dandelion Dance,0
https://www.charitydata.ca/charity/dawson-creek-community-christian-education-society/131637399RR0001/,DAWSON CREEK COMMUNITY CHRISTIAN EDUCATION SOCIETY,0
https://www.charitydata.ca/charity/deep-cove-chamber-soloists-society/132349150RR0001/,DEEP COVE CHAMBER SOLOISTS SOCIETY,0
https://www.charitydata.ca/charity/deer-lake-community-learning-centre/873624662RR0001/,DEER LAKE COMMUNITY LEARNING CENTRE,0
https://www.charitydata.ca/charity/democracy-education-network-1-le-reseau-deducation-de-la-de/886044999RR0001/,DEMOCRACY EDUCATION NETWORK 1 LE RESEAU D'EDUCATION DE LA DE,0
https://www.charitydata.ca/charity/designing-routes-to-education-and-mentorship/862517695RR0001/,DESIGNING ROUTES TO EDUCATION AND MENTORSHIP,0
https://www.charitydata.ca/charity/developpement-communautaire-unile-inc/133590349RR0001/,DÉVELOPPEMENT COMMUNAUTAIRE UNÎLE INC.,0
https://www.charitydata.ca/charity/diaspora-dialogues-charitable-society/834484271RR0001/,DIASPORA DIALOGUES CHARITABLE SOCIETY,0
https://www.charitydata.ca/charity/die-kleine-kinderschulekindergarden-society/107019358RR0001/,DIE KLEINE KINDERSCHULE/KINDERGARDEN SOCIETY,0
https://www.charitydata.ca/charity/district-scout-les-ailes-du-nord/829738392RR0001/,District scout Les Ailes du Nord,0
https://www.charitydata.ca/charity/divine-mercy-catholic-school-inc/887042307RR0001/,DIVINE MERCY CATHOLIC SCHOOL INC.,0
https://www.charitydata.ca/charity/dolyna-dancers-inc/120180567RR0001/,DOLYNA DANCERS INC.,0
https://www.charitydata.ca/charity/dr-stirling-mcdowell-foundation-for-research-into-teaching-i/133638734RR0001/,DR STIRLING MCDOWELL FOUNDATION FOR RESEARCH INTO TEACHING I,0
https://www.charitydata.ca/charity/dreams-in-motion-performing-and-fine-arts-school/861589562RR0001/,DREAMS IN MOTION PERFORMING AND FINE ARTS SCHOOL,0
https://www.charitydata.ca/charity/dry-cold-productions-inc/863227120RR0001/,DRY COLD PRODUCTIONS INC.,0
https://www.charitydata.ca/charity/dulcisono-womens-choir/815768270RR0001/,DULCISONO WOMEN'S CHOIR,0
https://www.charitydata.ca/charity/dundarave-preschool-by-the-sea-society/107485880RR0001/,DUNDARAVE PRESCHOOL BY THE SEA SOCIETY,0
https://www.charitydata.ca/charity/dundas-valley-co-operative-preschool-incorporated/108029000RR0001/,DUNDAS VALLEY CO-OPERATIVE PRESCHOOL INCORPORATED,0
https://www.charitydata.ca/charity/durham-philharmonic-choir/885717744RR0001/,DURHAM PHILHARMONIC CHOIR,0
https://www.charitydata.ca/charity/early-music-studio-of-saint-john-inc/857004956RR0001/,Early Music Studio of Saint John Inc.,0
https://www.charitydata.ca/charity/eastern-shore-and-musquodoboit-valley-literacy-network/863901773RR0001/,EASTERN SHORE & MUSQUODOBOIT VALLEY LITERACY NETWORK,0
https://www.charitydata.ca/charity/echo-womens-choir/869574905RR0001/,ECHO WOMEN'S CHOIR,0
https://www.charitydata.ca/charity/ecole-chinoise-mandarin-de-montrealmontreal-chinese-mand/891781049RR0001/,ECOLE CHINOISE (MANDARIN) DE MONTREAL/MONTREAL CHINESE (MAND,0
https://www.charitydata.ca/charity/ecssen-career-school/859245102RR0001/,ECSSEN CAREER SCHOOL,0
https://www.charitydata.ca/charity/edmonton-korean-language-school/893371575RR0001/,EDMONTON KOREAN LANGUAGE SCHOOL,0
https://www.charitydata.ca/charity/edmonton-metropolitan-chorus-society/810647347RR0001/,EDMONTON METROPOLITAN CHORUS SOCIETY,0
https://www.charitydata.ca/charity/edmonton-recital-society/842099368RR0001/,EDMONTON RECITAL SOCIETY,0
https://www.charitydata.ca/charity/edward-milne-community-school-society/118894567RR0001/,EDWARD MILNE COMMUNITY SCHOOL SOCIETY,0
https://www.charitydata.ca/charity/el-sistema-grey-bruce-the-big-sound/816384135RR0001/,EL SISTEMA GREY-BRUCE (THE BIG SOUND),0
https://www.charitydata.ca/charity/electric-company-theatre-society/872054168RR0001/,ELECTRIC COMPANY THEATRE SOCIETY,0
https://www.charitydata.ca/charity/energyminute-education-foundation/797901287RR0001/,Energyminute Education Foundation,0
https://www.charitydata.ca/charity/english-language-tutoring-for-the-ottawa-community/131666448RR0001/,ENGLISH LANGUAGE TUTORING FOR THE OTTAWA COMMUNITY,0
https://www.charitydata.ca/charity/ensemble-anonymus/143565430RR0001/,Ensemble anonymus,0
https://www.charitydata.ca/charity/environmental-education-commission/118900661RR0001/,ENVIRONMENTAL EDUCATION COMMISSION,0
https://www.charitydata.ca/charity/epic-school/870714748RR0001/,EPIC SCHOOL,0
https://www.charitydata.ca/charity/equi-vox-inc/865334197RR0001/,EQUI VOX INC,0
https://www.charitydata.ca/charity/ernescliff-foundation/118970979RR0001/,ERNESCLIFF FOUNDATION,0
https://www.charitydata.ca/charity/ethio-canadian-cultural-academy-inc/846766806RR0001/,ETHIO-CANADIAN CULTURAL ACADEMY INC.,0
